District,Unit  ,Inci_no   ,incid_descrip,Alm_d  m            ,Disp_d    m           ,No  if_d    m          ,Roll_d    m           ,Arv_d    m            ,In_d    m             ,City                     ,Zip       ,Shift,geopoint
New North End,L4,19-0005961,EMS call,9/23/19 11:32,9/23/19 11:32,9/23/19 11:33,9/23/19 11:34,9/23/19 11:38,9/23/19 11:46,BURLINGTON,5408,C,"44.5290600589,-73.2476726088"
New North End,A2,19-0006108,EMS call,9/29/19 12:57,9/29/19 12:57,9/29/19 12:58,9/29/19 13:00,9/29/19 13:04,9/29/19 13:52,BURLINGTON,5408,C,"44.5298064458,-73.2545401349"
Hill Section,A2,19-0004257,EMS call,7/15/19 4:00,7/15/19 4:00,7/15/19 4:01,7/15/19 4:03,7/15/19 4:13,7/15/19 5:10,BURLINGTON,5401,B,"44.4451578541,-73.1953507824"
New North End,A2,19-0004330,EMS call,7/17/19 13:06,7/17/19 13:06,7/17/19 13:07,7/17/19 13:08,7/17/19 13:11,7/17/19 14:01,BURLINGTON,5408,A,"44.4956569062,-73.2594466777"
Hill Section,A2,19-0004436,"Good intent call, other",7/21/19 22:34,7/21/19 22:34,7/21/19 22:38,7/21/19 22:38,7/21/19 22:40,7/21/19 22:43,BURLINGTON,5401,B,"44.5069396814,-73.2161193216"
Downtown,A2,19-0004501,EMS call,7/25/19 8:07,7/25/19 8:07,7/25/19 8:10,7/25/19 8:10,7/25/19 8:14,7/25/19 8:18,BURLINGTON,5401,C,"44.4865861078,-73.1835159039"
New North End,A2,19-0004636,EMS call,7/30/19 0:48,7/30/19 0:48,7/30/19 0:48,7/30/19 0:52,7/30/19 1:04,7/30/19 1:48,BURLINGTON,5408,A,"44.4893403546,-73.2555629101"
Downtown,A2,19-0005058,EMS call,8/17/19 7:49,8/17/19 7:49,8/17/19 7:50,8/17/19 7:50,8/17/19 7:50,8/17/19 8:32,BURLINGTON,5401,B,"44.4836743649,-73.1972134393"
New North End,A2,19-0005172,EMS call,8/21/19 15:47,8/21/19 15:47,8/21/19 15:47,8/21/19 15:49,8/21/19 15:55,8/21/19 16:16,BURLINGTON,5408,C,"44.5286761482,-73.2631592603"
South End,A2,19-0005425,EMS call,9/1/19 14:09,9/1/19 14:09,9/1/19 14:10,9/1/19 14:16,9/1/19 14:16,9/1/19 15:11,BURLINGTON,5401,B,"44.4661934008,-73.2225296987"
New North End,A2,19-0005445,EMS call,9/2/19 9:25,9/2/19 9:25,9/2/19 9:26,9/2/19 9:27,9/2/19 9:33,9/2/19 10:32,BURLINGTON,5408,C,"44.5096028065,-73.2762944709"
New North End,A2,18-0004931,EMS call,8/14/18 14:19,8/14/18 14:19,8/14/18 14:19,8/14/18 14:22,8/14/18 14:25,8/14/18 15:36,BURLINGTON,5408,C,"44.5205518692,-73.2252627473"
New North End,A2,19-0003870,EMS call,6/27/19 13:01,6/27/19 13:01,6/27/19 13:01,6/27/19 13:05,6/27/19 13:05,6/27/19 14:13,BURLINGTON,5408,B,"44.5272757266,-73.2511686243"
New North End,A1,18-0005635,EMS call,9/13/18 7:00,9/13/18 7:00,9/13/18 7:00,9/13/18 7:00,9/13/18 7:05,9/13/18 8:15,BURLINGTON,5408,C,"44.5321416556,-73.2661067186"
New North End,A5,19-0005642,EMS call,9/10/19 10:58,9/10/19 10:58,9/10/19 10:58,9/10/19 10:59,9/10/19 11:11,9/10/19 12:01,BURLINGTON,5408,B,"44.5371439263,-73.2499038469"
Hill Section,E3,19-0006469,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,10/13/19 19:21,10/13/19 19:21,10/13/19 19:21,10/13/19 19:22,10/13/19 19:24,10/13/19 19:31,BURLINGTON,5401,B,"44.45446046,-73.1984801459"
Hill Section,E3,18-0005607,Assist invalid,9/11/18 23:31,9/11/18 23:31,9/11/18 23:31,9/11/18 23:35,9/11/18 23:36,9/11/18 23:44,BURLINGTON,5401,A,"44.4666216467,-73.2135211248"
Hill Section,E3,18-0005610,EMS call,9/12/18 4:15,9/12/18 4:15,9/12/18 4:16,9/12/18 4:18,9/12/18 4:19,9/12/18 4:32,BURLINGTON,5401,B,"44.4907311818,-73.2175712946"
Hill Section,E3,18-0005632,EMS call,9/13/18 4:13,9/13/18 4:13,9/13/18 4:13,9/13/18 4:15,9/13/18 4:16,9/13/18 4:29,BURLINGTON,5401,C,"44.4688763555,-73.1972447467"
Downtown,A5,19-0005282,Motor vehicle/pedestrian accident (MV Ped),8/26/19 16:09,8/26/19 16:09,8/26/19 16:09,8/26/19 16:10,8/26/19 16:15,8/26/19 16:53,BURLINGTON,5401,B,"44.4874772207,-73.236343568"
South End,A5,18-0004600,"Good intent call, other",8/2/18 6:00,8/2/18 6:00,8/2/18 6:01,8/2/18 6:02,8/2/18 6:05,8/2/18 6:06,BURLINGTON,5401,C,"44.446270559,-73.2424784092"
Downtown,A5,18-0004601,EMS call,8/2/18 7:25,8/2/18 7:25,8/2/18 7:25,8/2/18 7:27,8/2/18 7:28,8/2/18 8:34,BURLINGTON,5401,C,"44.4972311063,-73.2274013198"
South End,A1,18-0004659,EMS call,8/4/18 14:38,8/4/18 14:38,8/4/18 14:45,8/4/18 14:45,8/4/18 14:45,8/4/18 15:30,BURLINGTON,5401,B,"44.4482760601,-73.2498050195"
Old North End,L2,18-0007786,EMS call,12/16/18 14:27,12/16/18 14:27,12/16/18 14:28,12/16/18 14:30,12/16/18 14:33,12/16/18 14:47,BURLINGTON,5401,A,"44.4792779391,-73.2453334152"
Old North End,L2,19-0001839,EMS call,3/28/19 10:56,3/28/19 10:56,3/28/19 10:57,3/28/19 10:58,3/28/19 11:00,3/28/19 11:12,BURLINGTON,5401,A,"44.5009084145,-73.2003753576"
Downtown,L2,19-0007565,"Alarm system activation (no fire), unintentional",11/27/19 17:36,11/27/19 17:36,11/27/19 17:37,11/27/19 17:38,11/27/19 17:48,11/27/19 17:53,BURLINGTON,5401,B,"44.4681892416,-73.2330698736"
Old North End,L2,19-0006808,"Good intent call, other",10/28/19 9:07,10/28/19 9:07,10/28/19 9:08,10/28/19 9:09,10/28/19 9:12,10/28/19 9:17,BURLINGTON,5401,B,"44.5076740025,-73.2284406711"
Old North End,L2,19-0006986,Citizen’s complaint  Includes reports of code or ordinance violation,11/3/19 12:49,11/3/19 12:49,11/3/19 12:50,11/3/19 12:52,11/3/19 12:52,11/3/19 13:06,BURLINGTON,5401,B,"44.5032474701,-73.2427167474"
Old North End,L2,18-0005726,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,9/16/18 9:05,9/16/18 9:05,9/16/18 9:06,9/16/18 9:10,9/16/18 9:10,9/16/18 9:17,BURLINGTON,5401,C,"44.4664364224,-73.2465544517"
Hill Section,L2,18-0005780,Carbon monoxide detector activation due to malfunction,9/18/18 11:25,9/18/18 11:25,9/18/18 11:27,9/18/18 11:29,9/18/18 11:31,9/18/18 11:35,BURLINGTON,5401,B,"44.4643637323,-73.206464069"
New North End,L2,18-0005827,EMS call,9/20/18 7:25,9/20/18 7:25,9/20/18 7:26,9/20/18 7:28,9/20/18 7:36,9/20/18 7:45,BURLINGTON,5408,A,"44.5111378562,-73.2249099248"
Old North End,L2,18-0006044,Wrong location  Excludes malicious false alarms (710 series),9/27/18 21:58,9/27/18 21:58,9/27/18 22:00,9/27/18 22:05,9/27/18 22:05,9/27/18 22:15,Burlington,5401,B,"44.5041753843,-73.2010661997"
Old North End,L2,19-0001002,EMS call,2/15/19 5:42,2/15/19 5:42,2/15/19 5:42,2/15/19 5:44,2/15/19 5:44,2/15/19 5:48,BURLINGTON,5401,B,"44.4983440906,-73.2003287973"
Old North End,L2,19-0001163,EMS call,2/22/19 15:55,2/22/19 15:55,2/22/19 15:55,2/22/19 15:58,2/22/19 16:00,2/22/19 16:09,BURLINGTON,5401,C,"44.463300649,-73.2260827427"
Downtown,A1,18-0004847,EMS call,8/11/18 6:47,8/11/18 6:47,8/11/18 6:48,8/11/18 6:49,8/11/18 6:50,8/11/18 7:44,BURLINGTON,5401,C,"44.4610460034,-73.2273976968"
Downtown,A1,18-0004882,"Rescue and EMS incident, other",8/12/18 13:31,8/12/18 13:31,8/12/18 13:31,8/12/18 13:33,8/12/18 13:35,8/12/18 13:35,BURLINGTON,5401,A,"44.470864549,-73.2310842095"
New North End,A2,19-0003145,"Good intent call, other",5/27/19 20:28,5/27/19 20:28,5/27/19 20:28,5/27/19 20:30,5/27/19 20:33,5/27/19 20:42,BURLINGTON,5408,A,"44.4963338454,-73.2526326032"
New North End,A2,18-0006223,EMS call,10/4/18 15:21,10/4/18 15:21,10/4/18 15:21,10/4/18 15:23,10/4/18 15:27,10/4/18 15:38,BURLINGTON,5408,C,"44.5187828601,-73.2497589644"
Downtown,A2,19-0001964,EMS call,4/2/19 22:31,4/2/19 22:31,4/2/19 22:31,4/2/19 22:33,4/2/19 22:33,4/2/19 22:54,BURLINGTON,5401,C,"44.5091855154,-73.202959393"
Hill Section,E3,18-0005494,EMS call,9/7/18 19:58,9/7/18 19:58,9/7/18 19:59,9/7/18 20:01,9/7/18 20:03,9/7/18 20:14,BURLINGTON,5401,C,"44.4745556978,-73.2161363922"
Hill Section,E3,19-0006205,"Emergency medical service incident, other",10/3/19 15:57,10/3/19 15:57,10/3/19 15:57,10/3/19 16:00,10/3/19 16:01,10/3/19 16:43,BURLINGTON,5401,A,"44.4542217641,-73.1800806093"
Hill Section,E3,19-0006244,EMS call,10/5/19 1:34,10/5/19 1:34,10/5/19 1:34,10/5/19 1:36,10/5/19 1:38,10/5/19 1:55,BURLINGTON,5401,B,"44.488909228,-73.232036938"
Hill Section,E3,19-0002378,EMS call,4/21/19 14:46,4/21/19 14:46,4/21/19 14:49,4/21/19 14:51,4/21/19 14:51,4/21/19 14:56,BURLINGTON,5401,A,"44.4848907988,-73.1753415538"
Hill Section,E3,19-0002556,EMS call,4/29/19 1:12,4/29/19 1:12,4/29/19 1:13,4/29/19 1:18,4/29/19 1:18,4/29/19 1:31,BURLINGTON,5401,B,"44.4987184106,-73.1891616758"
Hill Section,E3,19-0002671,EMS call,5/4/19 12:58,5/4/19 12:58,5/4/19 12:59,5/4/19 13:00,5/4/19 13:02,5/4/19 13:20,BURLINGTON,5401,B,"44.4885288086,-73.2243605615"
Hill Section,E3,18-0004809,Smoke detector activation due to malfunction,8/9/18 20:45,8/9/18 20:45,8/9/18 20:46,8/9/18 20:48,8/9/18 20:58,8/9/18 21:01,BURLINGTON,5401,A,"44.4613822126,-73.2184709884"
Hill Section,E3,19-0005588,EMS call,9/8/19 4:51,9/8/19 4:51,9/8/19 4:51,9/8/19 4:51,9/8/19 4:54,9/8/19 5:22,BURLINGTON,5401,C,"44.4902790013,-73.1949596635"
Hill Section,E3,19-0005853,EMS call,9/18/19 13:27,9/18/19 13:27,9/18/19 13:28,9/18/19 13:30,9/18/19 13:33,9/18/19 13:46,BURLINGTON,5401,A,"44.4824296868,-73.1864897098"
Downtown,T1,19-0002758,"Smoke detector activation (no fire), unintentional",5/8/19 18:49,5/8/19 18:49,5/8/19 18:49,5/8/19 18:51,5/8/19 18:53,5/8/19 19:17,BURLINGTON,5401,C,"44.4855454939,-73.195701829"
Downtown,T1,19-0002768,"Public service assistance, other",5/9/19 11:48,5/9/19 11:48,5/9/19 11:49,5/9/19 11:50,5/9/19 11:51,5/9/19 11:58,BURLINGTON,5401,A,"44.4935120155,-73.2139798589"
Downtown,E1,19-0006697,Motor vehicle accident with no injuries,10/23/19 16:57,10/23/19 16:57,10/23/19 16:58,10/23/19 17:00,10/23/19 17:03,10/23/19 17:20,BURLINGTON,5401,C,"44.4818819815,-73.2284093363"
South End,E1,19-0006938,"Unintentional transmission of alarm, other",11/1/19 19:01,11/1/19 19:01,11/1/19 19:01,11/1/19 19:03,11/1/19 19:06,11/1/19 19:19,BURLINGTON,5401,C,"44.4665929228,-73.2374484793"
Downtown,22A1,18-0005576,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,9/10/18 16:35,9/10/18 16:35,9/10/18 16:37,9/10/18 16:39,9/10/18 16:50,9/10/18 17:13,BURLINGTON,5401,C,"44.4917330153,-73.1737870572"
Downtown,E1,18-0005654,EMS call,9/13/18 19:57,9/13/18 19:57,9/13/18 19:58,9/13/18 20:00,9/13/18 20:01,9/13/18 20:09,BURLINGTON,5401,C,"44.4912721298,-73.2234461649"
Downtown,T1,18-0005659,"Smoke detector activation (no fire), unintentional",9/14/18 3:03,9/14/18 3:03,9/14/18 3:04,9/14/18 3:09,9/14/18 3:11,9/14/18 3:28,BURLINGTON,5401,A,"44.474854395,-73.2256425645"
Downtown,E1,18-0005758,EMS call,9/17/18 12:37,9/17/18 12:37,9/17/18 12:37,9/17/18 12:40,9/17/18 12:41,9/17/18 12:50,BURLINGTON,5401,A,"44.4700291918,-73.2337807935"
Downtown,E6,19-0006247,EMS call,10/5/19 3:53,10/5/19 3:53,10/5/19 3:53,10/5/19 3:55,10/5/19 3:57,10/5/19 4:09,BURLINGTON,5401,C,"44.4737122453,-73.2372525357"
Old North End,E6,18-0007186,EMS call,11/17/18 23:38,11/17/18 23:38,11/17/18 23:38,11/17/18 23:42,11/17/18 23:45,11/18/18 0:00,BURLINGTON,5401,B,"44.4865315455,-73.2025679849"
Old North End,E6,18-0006722,Smoke detector activation due to malfunction,10/25/18 11:52,10/25/18 11:52,10/25/18 11:54,10/25/18 11:54,10/25/18 11:57,10/25/18 11:58,BURLINGTON,5401,C,"44.5107037532,-73.2085635244"
New North End,E6,18-0005402,Assist invalid,9/3/18 18:30,9/3/18 18:30,9/3/18 18:31,9/3/18 18:33,9/3/18 18:34,9/3/18 18:42,BURLINGTON,5408,B,"44.5005893002,-73.2408847549"
New North End,E6,18-0006426,EMS call,10/12/18 6:52,10/12/18 6:52,10/12/18 6:53,10/12/18 6:55,10/12/18 6:56,10/12/18 7:08,BURLINGTON,5408,B,"44.4848119316,-73.2561911267"
New North End,E6,19-0001916,EMS call,3/31/19 9:06,3/31/19 9:06,3/31/19 9:06,3/31/19 9:09,3/31/19 9:09,3/31/19 9:18,BURLINGTON,5408,A,"44.5286812224,-73.2436513623"
Old North End,L2,19-0003533,EMS call,6/13/19 12:05,6/13/19 12:05,6/13/19 12:05,6/13/19 12:09,6/13/19 12:09,6/13/19 12:23,BURLINGTON,5401,C,"44.4972638906,-73.2086127541"
Old North End,L2,18-0007686,EMS call,12/12/18 7:48,12/12/18 7:48,12/12/18 7:49,12/12/18 7:50,12/12/18 7:51,12/12/18 7:59,BURLINGTON,5401,C,"44.4963715103,-73.2359671366"
Downtown,L2,18-0008009,EMS call,12/28/18 9:09,12/28/18 9:09,12/28/18 9:10,12/28/18 9:11,12/28/18 9:11,12/28/18 9:20,BURLINGTON,5401,A,"44.4663429727,-73.1988899862"
Old North End,L2,19-0006347,Alarm system activation due to malfunction,10/9/19 5:15,10/9/19 5:15,10/9/19 5:15,10/9/19 5:15,10/9/19 5:18,10/9/19 5:27,BURLINGTON,5401,A,"39.3371978619,-78.9649688351"
New North End,L2,19-0006376,EMS call,10/10/19 12:23,10/10/19 12:23,10/10/19 12:33,10/10/19 12:34,10/10/19 12:39,10/10/19 12:59,BURLINGTON,5408,B,"44.4965167898,-73.2473458439"
Old North End,L2,19-0002351,"False alarm or false call, other",4/19/19 20:02,4/19/19 20:02,4/19/19 20:03,4/19/19 20:10,4/19/19 20:10,4/19/19 20:10,BURLINGTON,5401,B,"44.4852664626,-73.1909825334"
Downtown,L2,18-0005072,EMS call,8/20/18 10:03,8/20/18 10:03,8/20/18 10:03,8/20/18 10:07,8/20/18 10:08,8/20/18 10:16,BURLINGTON,5401,C,"44.4654373516,-73.187581942"
Old North End,L2,18-0005218,EMS call,8/26/18 13:53,8/26/18 13:53,8/26/18 13:53,8/26/18 13:54,8/26/18 13:56,8/26/18 14:03,BURLINGTON,5401,C,"44.4814175085,-73.2409158893"
Old North End,L2,18-0005256,"Vehicle accident, general cleanup",8/28/18 12:56,8/28/18 12:56,8/28/18 12:57,8/28/18 12:59,8/28/18 12:59,8/28/18 13:17,BURLINGTON,5401,B,"44.4848337597,-73.2130303418"
South End,L2,19-0007468,Smoke detector activation due to malfunction,11/23/19 14:23,11/23/19 14:23,11/23/19 14:24,11/23/19 14:26,11/23/19 14:31,11/23/19 14:40,BURLINGTON,5401,A,"44.4696255723,-73.2232306228"
New North End,L2,19-0006510,Gas leak (natural gas or LPG),10/15/19 14:21,10/15/19 14:21,10/15/19 14:22,10/15/19 14:24,10/15/19 14:28,10/15/19 14:40,BURLINGTON,5408,A,"44.5135183164,-73.2257656444"
Old North End,L2,19-0002342,EMS call,4/19/19 13:21,4/19/19 13:21,4/19/19 13:22,4/19/19 13:24,4/19/19 13:25,4/19/19 13:33,BURLINGTON,5401,B,"44.4726345336,-73.2045247513"
Old North End,L2,19-0007132,EMS call,11/9/19 12:43,11/9/19 12:43,11/9/19 12:44,11/9/19 12:45,11/9/19 12:47,11/9/19 12:55,BURLINGTON,5401,B,"44.4717887794,-73.1792995577"
Old North End,L2,19-0006017,EMS call,9/26/19 3:08,9/26/19 3:08,9/26/19 3:08,9/26/19 3:09,9/26/19 3:10,9/26/19 3:21,BURLINGTON,5401,C,"44.4864278632,-73.2388545476"
Hill Section,L2,19-0006038,EMS call,9/26/19 18:45,9/26/19 18:45,9/26/19 18:47,9/26/19 18:49,9/26/19 18:52,9/26/19 19:28,BURLINGTON,5401,C,"44.4695803099,-73.1900685157"
Old North End,L2,19-0006072,EMS call,9/28/19 11:23,9/28/19 11:23,9/28/19 11:24,9/28/19 11:26,9/28/19 11:26,9/28/19 12:16,BURLINGTON,5401,B,"44.4740674584,-73.2327149445"
Old North End,L2,19-0005761,EMS call,9/14/19 18:25,9/14/19 18:25,9/14/19 18:26,9/14/19 18:28,9/14/19 18:30,9/14/19 18:37,BURLINGTON,5401,C,"44.4789382945,-73.1852797015"
Hill Section,L2,18-0005407,EMS call,9/4/18 6:15,9/4/18 6:15,9/4/18 6:15,9/4/18 6:16,9/4/18 6:18,9/4/18 6:36,BURLINGTON,5401,C,"44.4651012668,-73.2287355222"
New North End,L2,19-0003777,Carbon monoxide incident,6/23/19 8:52,6/23/19 8:52,6/23/19 8:52,6/23/19 8:54,6/23/19 8:59,6/23/19 9:06,BURLINGTON,5408,A,"44.5284580243,-73.260881023"
Old North End,A2,19-0005658,EMS call,9/10/19 23:03,9/10/19 23:03,9/10/19 23:04,9/10/19 23:09,9/10/19 23:09,9/10/19 23:55,BURLINGTON,5401,B,"44.5007251299,-73.2032623298"
New North End,L2,18-0006480,EMS call,10/14/18 12:39,10/14/18 12:39,10/14/18 12:45,10/14/18 12:46,10/14/18 12:51,10/14/18 13:02,BURLINGTON,5408,A,"44.5150855173,-73.2291124521"
New North End,L2,19-0002174,EMS call,4/12/19 15:14,4/12/19 15:14,4/12/19 15:26,4/12/19 15:29,4/12/19 15:35,4/12/19 15:35,BURLINGTON,5408,A,"44.5106597641,-73.2617755351"
Downtown,L2,19-0004125,"Good intent call, other",7/9/19 9:55,7/9/19 9:55,7/9/19 9:55,7/9/19 9:57,7/9/19 10:00,7/9/19 10:04,BURLINGTON,5401,B,"44.4721489653,-73.2295102586"
Old North End,L2,19-0004258,EMS call,7/15/19 4:17,7/15/19 4:17,7/15/19 4:17,7/15/19 4:19,7/15/19 4:21,7/15/19 4:28,BURLINGTON,5401,B,"44.474863973,-73.1838086399"
Old North End,L2,19-0006133,EMS call,9/30/19 10:13,9/30/19 10:13,9/30/19 10:13,9/30/19 10:13,9/30/19 10:16,9/30/19 10:27,BURLINGTON,5401,A,"44.4801627983,-73.1768544674"
Old North End,L2,19-0006134,"Alarm system activation (no fire), unintentional",9/30/19 11:05,9/30/19 11:05,9/30/19 11:07,9/30/19 11:08,9/30/19 11:08,9/30/19 11:40,Burlington,5401,A,"39.3002812048,-78.9319453069"
Old North End,L2,19-0004487,EMS call,7/24/19 16:29,7/24/19 16:29,7/24/19 16:30,7/24/19 16:31,7/24/19 16:34,7/24/19 16:44,BURLINGTON,5401,B,"44.4824094771,-73.193527626"
Old North End,L2,19-0001249,EMS call,2/26/19 17:48,2/26/19 17:48,2/26/19 17:48,2/26/19 17:51,2/26/19 17:54,2/26/19 18:02,BURLINGTON,5401,A,"44.4790753217,-73.175400424"
Old North End,L2,19-0001289,Gasoline or other flammable liquid spill,2/28/19 16:42,2/28/19 16:42,2/28/19 16:42,2/28/19 16:44,2/28/19 16:46,2/28/19 16:49,BURLINGTON,5401,C,"44.4695123111,-73.2117164599"
Old North End,L2,19-0001603,EMS call,3/16/19 19:32,3/16/19 19:32,3/16/19 19:32,3/16/19 19:36,3/16/19 19:36,3/16/19 19:47,BURLINGTON,5401,A,"44.5078672827,-73.2017378833"
New North End,L2,18-0007124,EMS call,11/13/18 15:42,11/13/18 15:42,11/13/18 15:43,11/13/18 15:45,11/13/18 15:50,11/13/18 16:00,BURLINGTON,5408,A,"44.4991946402,-73.2605844977"
Old North End,L2,18-0005289,EMS call,8/29/18 19:57,8/29/18 19:57,8/29/18 19:57,8/29/18 20:00,8/29/18 20:02,8/29/18 20:08,BURLINGTON,5401,C,"44.498392021,-73.1845622946"
Old North End,L2,18-0005359,EMS call,9/1/18 21:53,9/1/18 21:53,9/1/18 21:53,9/1/18 21:58,9/1/18 21:58,9/1/18 22:14,BURLINGTON,5401,C,"44.4729324367,-73.1837355318"
New North End,L2,19-0006765,EMS call,10/26/19 5:01,10/26/19 5:01,10/26/19 5:01,10/26/19 5:03,10/26/19 5:06,10/26/19 5:18,BURLINGTON,5408,C,"44.5166909014,-73.2515568091"
SH,I2,19-0000144,Assist police or other governmental agency,1/8/19 11:28,1/8/19 11:28,1/8/19 11:29,1/8/19 11:29,1/8/19 11:29,1/8/19 14:33,Shelburne,5482,D,"44.4085104488,-73.223771912"
New North End,L2,19-0005585,Alarm system activation due to malfunction,9/8/19 2:55,9/8/19 2:55,9/8/19 2:56,9/8/19 2:58,9/8/19 3:05,9/8/19 3:13,BURLINGTON,5408,C,"44.5029385096,-73.2455060144"
Old North End,L2,19-0007361,EMS call,11/18/19 17:04,11/18/19 17:04,11/18/19 17:04,11/18/19 17:06,11/18/19 17:10,11/18/19 17:24,BURLINGTON,5401,B,"44.4859766063,-73.2368432994"
Old North End,L2,19-0007523,EMS call,11/25/19 19:39,11/25/19 19:39,11/25/19 19:39,11/25/19 19:42,11/25/19 19:44,11/25/19 20:13,BURLINGTON,5401,C,"44.5041596983,-73.2530339435"
Old North End,L2,18-0007610,EMS call,12/8/18 21:02,12/8/18 21:02,12/8/18 21:02,12/8/18 21:06,12/8/18 21:07,12/8/18 21:11,BURLINGTON,5401,B,"44.4742896229,-73.2023528761"
Old North End,L2,19-0006698,EMS call,10/23/19 17:29,10/23/19 17:29,10/23/19 17:29,10/23/19 17:31,10/23/19 17:43,10/23/19 17:43,BURLINGTON,5401,C,"38.257550408,-95.764519279"
Hill Section,E3,18-0005146,Smoke detector activation due to malfunction,8/23/18 12:11,8/23/18 12:11,8/23/18 12:12,8/23/18 12:14,8/23/18 12:15,8/23/18 12:32,BURLINGTON,5401,C,"44.4854295829,-73.2285623712"
Hill Section,E3,18-0005476,EMS call,9/7/18 5:15,9/7/18 5:15,9/7/18 5:15,9/7/18 5:21,9/7/18 5:21,9/7/18 5:40,BURLINGTON,5401,C,"44.456166188,-73.1735642865"
Hill Section,E3,19-0003830,EMS call,6/25/19 13:43,6/25/19 13:43,6/25/19 13:44,6/25/19 13:46,6/25/19 13:47,6/25/19 13:52,BURLINGTON,5401,C,"44.4901626733,-73.1905514619"
Hill Section,E3,18-0006482,"Smoke detector activation (no fire), unintentional",10/14/18 14:17,10/14/18 14:17,10/14/18 14:18,10/14/18 14:21,10/14/18 14:23,10/14/18 14:27,BURLINGTON,5401,A,"44.4809939109,-73.203577199"
Hill Section,E3,18-0006598,EMS call,10/19/18 20:09,10/19/18 20:09,10/19/18 20:09,10/19/18 20:12,10/19/18 20:13,10/19/18 20:39,BURLINGTON,5401,C,"44.506669556,-73.2029249597"
Hill Section,E3,19-0001977,EMS call,4/3/19 14:39,4/3/19 14:39,4/3/19 14:39,4/3/19 14:40,4/3/19 14:43,4/3/19 14:45,BURLINGTON,5401,A,"44.4792495463,-73.2212762075"
Hill Section,E3,19-0001652,EMS call,3/19/19 15:38,3/19/19 15:38,3/19/19 15:38,3/19/19 15:40,3/19/19 15:42,3/19/19 15:48,BURLINGTON,5401,A,"44.4894111412,-73.1666636947"
Downtown,E3,19-0001653,EMS call,3/19/19 15:46,3/19/19 15:46,3/19/19 15:48,3/19/19 15:49,3/19/19 15:57,3/19/19 16:05,BURLINGTON,5401,A,"44.4635903075,-73.2149278736"
Hill Section,E3,18-0004995,EMS call,8/16/18 21:55,8/16/18 21:55,8/16/18 21:56,8/16/18 21:59,8/16/18 22:01,8/16/18 22:08,BURLINGTON,5401,B,"44.4836229978,-73.214791174"
Hill Section,E3,19-0006723,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,10/24/19 19:36,10/24/19 19:36,10/24/19 19:37,10/24/19 19:38,10/24/19 19:41,10/24/19 19:58,BURLINGTON,5401,A,"44.4617682087,-73.2123812894"
Hill Section,E3,19-0007295,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,11/15/19 23:37,11/15/19 23:37,11/15/19 23:38,11/15/19 23:40,11/15/19 23:42,11/15/19 23:46,BURLINGTON,5401,B,"44.4991918331,-73.2055021365"
Hill Section,E3,19-0007367,EMS call,11/19/19 2:14,11/19/19 2:14,11/19/19 2:14,11/19/19 2:17,11/19/19 2:20,11/19/19 2:39,BURLINGTON,5401,C,"44.4746934023,-73.1761052255"
Hill Section,E3,19-0006444,EMS call,10/13/19 2:00,10/13/19 2:00,10/13/19 2:00,10/13/19 2:02,10/13/19 2:06,10/13/19 2:24,BURLINGTON,5401,A,"44.4861632204,-73.2290234368"
Hill Section,E3,19-0006099,"Vehicle accident, general cleanup",9/29/19 4:34,9/29/19 4:34,9/29/19 4:34,9/29/19 4:36,9/29/19 4:38,9/29/19 6:43,BURLINGTON,5401,C,"44.4734030578,-73.2181692488"
Hill Section,E3,19-0004946,Motor vehicle accident with no injuries,8/11/19 15:35,8/11/19 15:35,8/11/19 15:35,8/11/19 15:37,8/11/19 15:38,8/11/19 15:41,BURLINGTON,5401,B,"44.4756073637,-73.2295418389"
Hill Section,BATT1,18-0007259,"Excessive heat, overheat scorch burns with no ignition",11/21/18 21:26,11/21/18 21:26,11/21/18 21:34,11/21/18 21:35,11/21/18 21:35,11/21/18 21:39,BURLINGTON,5401,C,"44.512219,-73.1911639431"
South End,BATT1,19-0004084,Motor vehicle accident with no injuries,7/7/19 15:49,7/7/19 15:49,7/7/19 15:52,7/7/19 15:52,7/7/19 15:58,7/7/19 16:26,BURLINGTON,5401,C,"44.4624485779,-73.2113882208"
Hill Section,BATT1,19-0004194,Burlington Fire Department - Contractor Billable False Alarm,7/12/19 4:52,7/12/19 4:52,7/12/19 4:52,7/12/19 4:54,7/12/19 4:57,7/12/19 5:01,BURLINGTON,5401,B,"44.4484569732,-73.2244320539"
Downtown,BATT1,19-0003374,,6/7/19 5:50,6/7/19 5:50,6/7/19 5:50,6/7/19 5:50,6/7/19 5:54,6/7/19 5:58,BURLINGTON,5401,C,"44.490194984,-73.248787312"
South End,BATT1,19-0003633,No incident found on arrival at dispatch address,6/17/19 18:52,6/17/19 18:52,6/17/19 18:53,6/17/19 18:55,6/17/19 18:57,6/17/19 19:03,BURLINGTON,5401,A,"44.4473978514,-73.2174768284"
